event_name,category,category_id,description,
"Successful Entrepreneur, a Journey",Business,2,"GUJARAT CHAMBERS OF COMMERCE & INDUSTRY (GCCI) in association with ELITE ENTREPRENEURS..Invites you to an Interactive Workshop by.Mr. Chiranjeev Patel, MD PC Snehal Group of Companies,  Global Committee Member EO,  Founder & Trustee of Karma Foundation...He will speak on :..“Successful Entrepreneur, a Journey”...Date: 28th July, Saturday..Time: Registration 4:30 to 5 pm..Workshop:  5 to 6.30 pm...Registration Fees: Rs. 50/- ( To be paid at the venue).Venue:  GCCI Premises, Ashram Road, Ahmedabad..Limited seats...Email:.Phone: Radha Shridhar - 98240 25779..Invitors..Dr. Jaimin Vasa..(President, GCCI)..Mr. Sridhar Iyengar.(Co-Founder Elite Entrepreneurs)",
Entrepreneurship-A Battle Within,Business,2,"To Challenge the hidden you to bring out the best avatar of yourself,.We are coming up with an event that is full of learning and totally serving the entrepreneurial elements in very practical way...About Organizer:.NUM remains with a maxim to give it's participants, who are originating from various foundations, the opportunities which vast majority of them don't get.",
SaaS Forum - Insights Talks + Startup Demos,Business,2,"** Register at eChai.in/events to confirm your particiaption **.---..eChai & icreate will be hosting the 'SaaS Forum' at icreate city office on 26th July, Thursday from 6 pm to 8 pm...The SaaS Forum will have Entrepreneurs building SaaS based ventures to share their entrepreneurial journey, insights, and perspective about future trends which will be followed by interactive dialogue...The SaaS Forum will cover:..- Panel discussion with SaaS Entrepreneurs.- Challenges & opportunities in SaaS.- Demo Pitches from promising SaaS Startups..Speakers list coming up:..Venue: icreate City Office, 1st Floor, GMDC Building, Near Helmet Circle, Ahmedabad...Date: 26th July, Thursday Time: 6 pm to 8 pm..About eChai Ventures:..eChai is an amazing Startup Social Network which hosts engaging entrepreneurial programs across 20+ cities in India, a powerful online social network with members from across the world and also contextually curates info about global startup trends...eChai has recently introduced eChai Membership Program - where one can pay Rs.500/per year to become the eChai Member...Check out the membership benefits and all the other things about eChai at./",
Start Your Own EXIM Business ! Go Global - Earn in Dollars !,Business,2,Attend Free Seminar on Import Export..Hurry ! Few Seats Are Still Available...Go Global ! Trade Internationally ! Earn in Dollars !!.Learn To Earn From Import & Export !..Check Out Topics To be Covered:.1) FUTURE of EXIM Industry.2) OPPORTUNITIES in Import-Export.3) Governments BENEFITS.4) How To FIND BUYERS.5) Risk of EXIM BUSINESS.6) MYTHS vs REALITY for Industry.7) Why EXIM & E-COMMERCE,
Learn About EB-5 Investment Visa Opportunities - Ahmedabad,Business,2,"Dear friends,.Meet with us to learn how to obtain a U.S. Green Card through the EB-5 visa program by investing INR 3.5 Cr in a qualified investment project in the U.S..EB5 Affiliate Network (EB5AN.com) has helped hundreds of EB-5 investors around the world obtain Green Cards..Our CEO, Sam Silverman (Yale and Stanford University), will speak with high net worth individuals about the EB-5 visa program and the Hyatt Fort Lauderdale EB-5 project..The Hyatt Fort Lauderdale project has been pre-approved for investment by the U.S. government and features a Green Card Approval Guarantee..An administrative fee discount is available for EB-5 investors who work directly with our team..Register now to learn more and to arrange a personal meeting time..Thank you,.EB5 Affiliate Network – India Team",
Start Your Own EXIM Business ! Go Global - Earn in Dollars !,Business,2,Attend Free Seminar on Import Export..Hurry ! Few Seats Are Still Available...Go Global ! Trade Internationally ! Earn in Dollars !!.Learn To Earn From Import & Export !..Check Out Topics To be Covered:.1) FUTURE of EXIM Industry.2) OPPORTUNITIES in Import-Export.3) Governments BENEFITS.4) How To FIND BUYERS.5) Risk of EXIM BUSINESS.6) MYTHS vs REALITY for Industry.7) Why EXIM & E-COMMERCE,
B2B Textile 2018,Business,2,"Gujarati Handicrafts cardially invite you to our mega meet of cloth merchants, Beautique owner and well-known textile designers from vibrant cities of Gujarat Ahmedabad, Baroda, Surat and Rajkot. Participants will display there products and ideas of service.",
Innocity Pitch,Business,2,"Innocity Pitch offers a buffet of offerings to selected Gujarat based startups including equity free capital, pitch practice, design,  fund-raising support and startup clinics. And all of this available to you every quarter...For detailed information & application, visit:.",
"Aegis-IBM Meetup on AI,Data Science,Business Analytics Ahmedabad",Business,2,"“80 percent of all applications will have an AI component by 2020” IDC.""Shortage of 1.5 mm Data Scientists by 2018"" by McKinsey.Attend Meetup by Aegis-IBM on AI, Data Science, Analytics, Machine Learning and Deep Learning: What it takes to be a Data Scientist, Business analyst? AI, Machine Learning, DL Engineer? Explore & learn everything you wanted to know about Data Scientist, Data Science, Big Data, Business Analytics, Predictive analytics, AI, Machine Learning, Deep Learning, NLP, Cognitive Computing etc...Agenda:.✅Data Science and AI product demonstration.✅What is Data Science, Big Data & Business Analytics? What is AI, Machine Learning, Deep learning, Cognitive Computing? Whats is Predictive Analytics? What is difference between Data Science & Business Analytics.✅Jobs and Career Opportunities? Which companies are hiring? What is salary range in this field? Skills needed?.✅What skills and competences required in market? How to ride wave of big data science, big data, AI, ML, DL and cognitive computing?.✅How Aegis & IBM can help you to start career?..Venue: JB Auditorium, AMA campus, on, IIM road, 1, Dr Vikram Sarabhai Marg, University Area, Ahmedabad, Gujarat 380009.Date: Saturday August 4th 2018.Timing: 2:00 P.M - 5:00 P.M..Invite and connect with your friends for meetup on FB Event:./..The registration for participation is free of cost on first-come-first-basis..☎️For any queries talk to Dhruv J. Kataria at +91- 8422970037 / +91- 8828084908/ +91- 8422970034.email:..?️ About Aegis:.Aegis School of Data Science is number and the first school to offer Post Graduate Program in Data Science, Business Analytics and Big Data in association with IBM. Aegis is based out of Mumbai..? PGP in Data Science, Business Analytics & Big Data..? PGP in Cyber Security.? PGP in Applied AI, Machine Learning & Deep Learning.☎️Contact Manish 8422970034; Yashashree 8828084908;  Ritin 9022137010....",
Make In India Entrepreneurship BootCamp 2018 Ver 2.0,Business,2,"In this era when everyone dreams to start a venture, proper guidelines and the right opportunities are the barriers for these budding entrepreneurs. With this in mind came the idea of a Bootcamp that will mould a passionate bunch of people and help people them start a venture or nurture their startup towards the road of success. And all this focussed on Humanitarian Health tech adds a whole new meaning...Dr Dayaprasad G Kulkarni: Chair.Founder and Director, AarogyaSeva.Founder, Tech4Health..Abhishek M Appaji: Co-Chair.Chairman, IEEE Young Professionals, Bangalore Section.Class 5 MIT Global Entrepreneurship BootCamp Alumni.Assistant Professor, BMS College of Engineering",
Ahmedabad Digital Marketing Conference,Business,2,".About Ahmedabad Digital Marketing Conference.Ahmedabad Digital Marketing Conference is your chance to ......Hear from the most audacious and provocative speakers in the digital marketing industry..Gain insight into emerging strategies, the latest innovative technologies, and best practices....Ahmedabad Digital Marketing Conference takes place September 19th to 20th, 2018. It is an online event being streamed live and also available on demand. It’s the one digital marketing event for marketing professionals in Ahmedabad you can’t afford to miss...Whether your goal is to reinforce customer loyalty, improve lead generation, increase sales, or drive stronger consumer engagement, Ahmedabad Digital Marketing Conference’s agenda will help attendees enhance their marketing efforts. Sessions will focus on building traffic, expanding brand awareness, improving customer service and gaining insight into today’s latest digital tools...This year’s topics include:...Digital Strategy.Web Experience Management.Usability / Design.Mobile Marketing & Retargeting.Customer Engagement.User Acquisition.Social Media Marketing.Targeting & Optimization.Video Marketing.Data Science & Big Data.Web Analytics & A/B Testing.Email Marketing.....Content Marketing.Conversion Rate Optimization.Search Engine Optimization.Paid Search Marketing.Geo-Targeting.Predictive Analysis & Attribution.Growth Hacking.Conversion Rate Optimization.Growth Marketing Tools.Marketing & Sales Automation.Sustainable Growth Strategies.Product Marketing & UX / UI.....Ahmedabad Digital Marketing Conference offers all of the elements you need to achieve digital marketing success! Conventional thought will be challenged, new ways of thinking will emerge, and you will leave with your head and notebook full of action items and ideas to lead your agency / team / account to even greater success...Agenda at a Glance..Ahmedabad Digital Marketing Conference program is 2 days of live streamed content. If you miss any of the live stream, presentations will be available on demand after the event..Here is a general overview of the conference schedule and offerings (note: all times are India Standard Time)....Wednesday, September 19th, 2018.....7:00am - 7:20am.Live Stream Turned On.Online: Live Stream...7:20am - 9:30am.Master Classes.Online: Live Stream..9:30am - 10:30am.Break.Free Time...10:30am - 12:30pm.Master Classes.Online: Live Stream..12:30pm - 1:00pm.Break.Free Time...1:00pm - 3:00pm.Master Classes.Online: Live Stream.......Thursday, September 20th, 2018....6:00am - 6:15am.Live Stream Turned On.Online: Live Stream...6:15am - 7:30am.General Sessions.Online: Live Stream..7:30am - 8:00am.Break.Free Time..8:00am - 10:00am.General Sessions.Online: Live Stream..10:00am - 11:00am.Break.Free Time...11:00am - 12:30pm.General Sessions.Online: Live Stream..12:30pm - 1:00pm.Break.Free Time...1:00pm - 2:30pm.General Sessions.Online: Live Stream....All sessions will be streamed online from the Marina Bay Sands Expo & Convention Centre in Singapore at DigiMarCon Asia Pacific where speaker presentations will be webcast live. If you would like to meet the speakers, network with fellow marketing professionals at refreshment breaks, luncheons and evening receptions, check out the latest Internet, Mobile, AdTech, MarTech and SaaS technology solution providers exhibiting then it is highly recommended to attend DigiMarCon Asia Pacific in person instead of the Ahmedabad Digital Marketing Conference which is a 100% online event only...Click Here to learn more about DigiMarCon Asia Pacific 2018.....Speakers / Sessions...Whether you’re just getting started or you’re a digital marketing expert, Ahmedabad Digital Marketing Conference will give you the latest strategies and information to increase your own knowledge and grow your business through digital marketing..Click Here to view details about Speakers..Click Here to view details about Sessions...Passes..Ahmedabad Digital Marketing Conference pass:....All Access Pass...All Access Pass includes:..September 19, 2018: All General Sessions (Live Streamed Online).September 20, 2018: All Master Classes (Live Streamed Online).On Demand: Online access to presentations of all Ahmedabad Digital Marketing Conference sessions (1-year access)....Pass Rates...DATES OF PURCHASE:...ALL ACCESS...Super Early Bird Rate - ₹ 3,000 off(Jan 1st to July 13th, 2018)...₹ 3,000...Early Bird Rate - ₹ 2,000 off(July 14th to Aug 10th, 2018)...₹ 4,000...Standard Rate - ₹ 1,000 off(Aug 11th to Sep 7th, 2018)...₹ 5,000...Late Rate(Sep 8th to Sep 20th, 2018)...₹ 6,000......Register Now...Will you be at Ahmedabad Digital Marketing Conference?..Hurry, Register Today Before Rates Increase!.Don’t Miss the Premier Digital Marketing Event for Ahmedabad!...",
Effective Communications for Higher Performance,Business,2,"In today’s knowledge economy, when human resource is considered as the key competitive edge that organizations can have, the ability to communicate effectively has become crucial for managerial effectiveness. Organizations understand that achieving success in today’s workplace is closely tied to the ability of employees and managers to communicate effectively not only with each other but also with people outside the organization. However, communication is effective only when the message is understood and when it stimulates action or encourages the receiver to think in new ways. With good communication skills, one can anticipate problems, make decisions, coordinate work flow, supervise others, develop relationships and increase one’s as well as organizational effectiveness. Without effective communication, ideas misfire or fail to gain attention. Research has shown that on an average, 14 percent of each 40 hours work week is wasted because of poor communication between subordinates and the superiors. In an organization, communication can be oral and interpersonal, in one to one or one to many. It can also be in the written form, as in business letters, reports, proposals etc. With proliferation and penetration of technology, electronic communication has become a norm. Whether it is giving feedback, reporting, delegating, allocation of tasks or simply sharing of information; communication skills influence group dynamics and thus, has an impact on the overall personal and organizational effectiveness.",
Young Entrepreneurs Programme,Business,2,..About Organizer:.The Official Facebook Page of IIM Ahmedabad,
Librarians’ Day 2018,Business,2,"Librarians’ Day 2018.ADINET in collaboration with MICA, will be conducting a Seminar on 25th August 2018 at MICA, Ahmedabad...The Seminar theme is : Startup India and Role of Libraries..DATE: August 25th 2018.VENUE: MICA, Ahmedabad, GujaratChild-friendly",
Financial Analysis of Business,Business,2,"..About Organizer:.IIMA has been offering Executive Education (MDP) programmes right from its inception in 1961.Over the years, it has offered 1800 plus programmes...",
Start Your Own EXIM Business ! Go Global - Earn in Dollars !,Business,2,Attend Free Seminar on Import Export..Hurry ! Few Seats Are Still Available...Go Global ! Trade Internationally ! Earn in Dollars !!.Learn To Earn From Import & Export !..Check Out Topics To be Covered:.1) FUTURE of EXIM Industry.2) OPPORTUNITIES in Import-Export.3) Governments BENEFITS.4) How To FIND BUYERS.5) Risk of EXIM BUSINESS.6) MYTHS vs REALITY for Industry.7) Why EXIM & E-COMMERCE,
Creative & Cultural Businesses Programme,Business,2,"..About Organizer:.IIMA has been offering Executive Education (MDP) programmes right from its inception in 1961.Over the years, it has offered 1800 plus programmes...",
SPKB Expo 2018,Business,2,Trade show on Sanitary-Plumbig-Kitchen-Bathroom Fittings and Solutions.,
Learn How to start Exports imports bsuiness,Business,2,"ONE DAY PRACTICAL ORIENTED INTERACTIVE TRAINING SESSIONS ON EXPORT / IMPORT BUSINESS.A. Sessions.•	A1. Session By Industry Expert, covering all aspects of Import and Export Business.B. Exclusive Material.•	B1. Softcopy of Procedures and Documents.•	B2. EBOOK ON EXPORT IMPORT.C. Post Session Support.•	C1. A participant will have a facility of 90 days free consultation on doing business.•	C2. Latest updates on Export and Import.•	C3. Provide the facility to open a new company (Additional charges applied according to the requirement).•	C4. Helpdesk for Import / Export queries.Benefits:.•	Understanding Case Studies + Sharing Practical Experience from Concern Expert.•	To Start Your Own Export Import Business or May Work as Export-Import Consultant..TOPICS COVERED IN OUR TRAINING SESSIONS..-->>> Introduction:.•	What is Export & Import.•	Advantage & disadvantage on Export / Import.•	Government policies in Exports & Imports.•	Role of GST in Export import..-->>> Product Selection & Market Selection :.•	How to choose a product in terms of global trend / demand..•	Strategies to be followed while selcting product..•	How to choose the markets ..•	How to pitch the product in the global market ..•	Who are the other competitors and how to compete the same. ( In terms of Countries )..-->>> How to Generate leads :.•	Strategies a startup company has to take to generate leads / buyers..•	Suport from the govt. for generation of leads..•	How to find the CREDIBILITY of your buyers before you start the business...-->>> Export / Import quotations / INCO TERMS:.•	How to give Competitive quotation.•	Expenses Involved in Exports/imports.•	Price considerations while importing.•	How to get quotes for shipping / insurance – Whom to approach etc...-->>> Risk Management & Export-Import Finance:.Understanding Risk in International Market.•	Product Risk.•	Foreign Exchange Risk.•	Credit Risk covered through ECGC.•	Export-Import Finance.a. Pre and Post Shipment Finance.b. Difference Between CC / PCFC.c. Types of Limits.d. Project Finance.e. Suppliers Credit & Buyer's Credit..-- >>> Payment terms :.•	Methods of payment utilized in International trade ..•	Adavnce Method payments ( TT ).•	Documents Against Acceptance ( D/ A ).•	Documents Against Payment ( D/P).•	Letter of Credit ( L/C ).-- >>> Documentation In Export / import :.•	Documents Required while doing Export or Import bsuiness..•	Pre – Shipment Documents.•	Post shipment documents...- >>> Shipping & Logistics , Role of Customs:.● Shipping &amp; Logistics.Management.a. Multi-Modal.Transportation.b. Types of Shipping.Line / Airlines /.Forwarder.c. Transshipments /.Partial Shipments.d. Types of.Containers.e. Freight.Calculation - FCL /.LCL.f. Types of Packing..- >>> Revision:.•	Complete Process Summary.•	Export-Import Cycle.•	Q&A",
Certified Scrum Master(CSM) Training,Business,2,Certified Scrum Master(CSM) Training..About Organizer:.StarAgile - Ä Guiding light in your Agile Journey..,
"Free Seminar - ""The Enlightened Entrepreneur""",Business,2,"1.	Does your job make you feel like a bird trapped in a cage who is dying to fly high, in the unlimited sky of possibilities?..2.	Is fear of failing in your entrepreneurial venture due to self-doubt/family/financial commitments stopping you from quitting your job?..3.	Are you confused on whether your IDEA is FINANCIALLY worth RISKING your well-paying job?..4.	Are you running a ""Part-Time"" business alongside your job that is either making losses or struggling to make enough money which is not allowing you to get involved full time in it?..If your answer to any of the above questions is YES, then you cannot afford to miss this opportunity to learn directly from someone who has already walked that path… an employee turned first generation SERIAL, SOCIAL, SPIRITUAL, SUPER, SUCCESSFUL Entrepreneur in her seminar called “The Enlightened Entrepreneur...Click here to know more:..Hi, I am Vandana Mehrotra. I will be your host for the preview seminar & will be answering the above questions & also taking live Q&A and clearing your doubts on the journey ahead...I have an overall 22 years of professional & 11 years of Entrepreneurship experience wherein I ventured into 7 diverse business in IT, Food & Beverages, Jewelry & Apparel Retail, Education & Entertainment. Over this period, I have developed expertise in Franchising Businesses, IT, Non-IT, B2B and B2C businesses...I have co-authored a bestselling book on Entrepreneurship – “YOU CAN DO IT” & also featured in CNBC program, ‘All for This One Moment’, LIVEMINT and YOURSTORY.I have also been recognized as ‘ENTERPRISING WOMAN’ by the well-known Enterprising Women Magazine USA because while running 7 diverse businesses I was also balancing TIME, MONEY, CAREER, HOME, CHILDREN & FAMILY & my own PERSONAL LIFE...But before doing all this, I was BROKE & BROKEN. Had a middle-class background with a monetary crisis, struggled to find the right job to earn a living & prove myself…my journey has been from Having NOTHING to HAVING IT ALL. I quit my high-profile job after daughters were just 3 yrs & 1 yrs old to pursue my dreams to make it big in life – be an achiever! So, I do understand the challenges in the lives of people who are ambitious & yet finding something missing in their work life to get the right breakthrough’s...While I was creating & managing so many businesses from scratch with no prior knowledge of “How to create & run a successful money-making business”, I came up with Powerful IDEAS, INSIGHTS & STRATEGIES & created a system that can help Aspiring as well as Existing Entrepreneurs overcome their current challenges & achieve significant entrepreneurial breakthroughs, a fast track to their financial freedom...Just thinking or talking about doing something will not take you anywhere. What you need is ACTIONS, DECISIONS & MOST IMPORTANTLY DIRECTION!..I am on a mission to create ONLY 100 Successful Enlightened Entrepreneurs by 2020. Therefore, I invite you to my FREE seminar called “The Enlightened Entrepreneur” – to help you WIN BEFORE YOU BEGIN on 10th June 2018 at Bangalore...Click here to register NOW:..What will you learn in this FREE Seminar:. The #1 challenge that's stopping you from starting your own business. The mindsets and habits of the first generation successful entrepreneurs and how you can acquire them. The TOP 5 entrepreneurial skills on earth that YOU require to get a business off the ground, grow and scale it multi-fold. How to convert your ideas into a lucrative, profit-making business within 3 years.The 4 proven business Sutras that have made me EARN my TRUE FREEDOM and are worth utilizing IMMEDIATELY to help you make a fortune and then contribute to society..Seminar Details:.Date: 21st July 2018.Time: 9 am - 5 pm.Venue: Rotary Club Indiranagar.Bangalore...It’s all about whether you truly want to GET RICH DOING WHAT YOU LOVE or staying middle class & broke. Who doesn’t want to Elevate their Life & find their Freedom? If not NOW, then WHEN?..Register NOW:.",
Certified DevOps Master Workshop,Business,2,Learn & get certified with Tools usage as part the class. The DevOps Master class by an expert Practitioner Trainer..Register @.| WhatsApp- 8668456834 for exclusive deals and discounts,
Gujarat #vcafe Ahmedabad,Business,2,Do pitch in by inviting your Friends to join this Event.We Encourage you to share in your Local Language..This is a placeholder event for convenience of #Volunteers to keep track of all good stuff happening in this beautiful State :..1.Post individual stories of doing randon acts of kindness.2.NGOs that you come across.3.Click Newspaper articles/snapshots of good news.4. Issue of nearby villages/town areas within state that dont get much focus.5. Events and activities happening within localities.6. Concerns that you wish to collaborate with people on..More such events can be found in every state of our country on every issue that affects Humanity...SUBSCRIBE to facebook.com/VolunteerCafe/Events..#VolunteersCafe #VolunteerCafe #VCAFE..We Aim to be a Social Enterprise and currently are supported purely by GoodWill and Part time Volunteers - Do give us your Quick Feedback.,
Mission Digital Invest in Self onward.,Business,2,Hi If You Have any kind of Skill Regarding Digital and If you have innovative ideas about startup own Business. Than Invest your self in Digital World.,
Indigo XP Karaoke & Ladies Night,Nightlife,30,"Quick HIGHfactors: ? Unlimited free drinks for ladies ? An exciting Karaoke night with international artists � Sheridan and Dawn ? A rocking performance by DJ Spyke ? Gorgeous two-floor venue � Indigo XP ? A great way to break Wednesday boredom Description: Bonjour Bangalore! You still haven�t heard about the scintillating Karaoke Night at Indigo XP this Wednesday? Well, that�s a little unexpected. Indigo knows the importance of a fun event in the middle of a tight week, and that is why it brings out the most happening night to unwind for you, and party like a boss. Bring out the bathroom singer in you this Wednesday, and ladies clear your throats for the unlimited drinks that are on offer. You don't want to miss out on this!",
"Sunburn City Festival in Bangalore ft. Above & Beyond, Yellow Claw",Nightlife,30,"Quick Highfactors: Sunburn 2018 is finally here! Performances by Above & Beyond, Yellow Claw, Malaa, & Moksi Lovely concert space: Manpho Convention Centre Mark the date, Friday, 5th October 2018, 4 pm onwards Grab your passes at the early bird prices! Electrifying music, large open spaces, scrumptious food and drink, spirits soaring higher than kites, an absolutely intoxicating ambiance- we are talking about the one and only music festival: Sunburn! Sunburn is not new to India and needs almost no introduction. From the enchanting beaches of Goa to the sublime highways of Pune, Sunburn has travelled a long way and is hitting our own Bangalore on 5th October 2018 at the Manpho Convention Centre, one of the finest concert spaces in the city. Gear up for ecstasic performances by Above & Beyond, Yellow Claw, Malaa, Moksi and more! Come groove and move to the beats of EDM, lose yourself as you dance your troubles away, tag your squad along, make friends, make memories and make merry! The Sunburn fever is building up and will soon hit hard, you don�t want to miss out on this, grab your passes at the early bird prices while they�re available!",
Diva's Night By The Poolside,Nightlife,30,"Ice The Taj, MG Road and MYPARTYMOB is back this Friday with �Viva la Diva� Hosted by Richard Mathew. ft DJ Loy ready to blow your minds with his musical charisma all night just for you! On 5th Oct, 8:00 pm onwards. Ladies let your hair loose and your feet charged because this is going to be the night you will never forget. The night where all the Divas come together for all the swing and sway. Do not forget to leave your weekday burdens behind register yourself for some fun.",
Illusionary Reality feat Zombie Scream,Nightlife,30,"Speed Spirit & Yum Brum events yet again this time featuring another Mexican Master ZOMBIE SCREAM Live for the first time in India !! Artist Info: Zombie Scream -(Pleiadian/Kamino)Mexico: Zombie Scream is Aaron Lopez from the desertic Sonora Mexico, he has been always influenced by many kinds of music, from a family of musicians, In 2008 he started to produce his own music, creating a very powerfull and psychedelic sound. Aaron is also Audio Scream which is a collaborative project of Audiopathik and Zombie Scream. Being a part of many different festivals around the word including Freqs Of Nature and Master Of Puppets , Aaron will be touring India for the first time where people have been wanting to welcome this Act for a long time now. Supported By: Shakti Project(Catar Rec) Illegal Alien(Freak Rec) Meta Forik(Metadimension Music) Alien Intern(Squamata Rec) Aura-Gon(Trisulam Tribe) Gun Jude(Jatadharya Rec) MOD(After Dark) Zanderdok (Trisulam Tribe) Airvoyant(Trisulam Tribe)",
Future Sound ft. Symbolic Live in Concert at Festival Promo,Nightlife,30,"Quick HighFactors: Future Sound, one of the best music and art festivals across the country, is here in its tenth edition. Concert style DJ night with Symbolic, the most celebrated artist in the progressive trance scene. A lineup of some incredible artists: Ekanta Jake Peres of the Universo Paralello Festival fame, DJ Nitin [Sacred Technology], Nish WickedsoundSystem [Agartha Records/ Future Sound]. Enjoy mind-boggling visuals, an uber quality sound system and an enhancting dancefloor. Venue: High Ultra Lounge, the gorgeous concert space on the 31st floor. Book your passes asap, you do not want to miss out on this fantastic concert style DJ night! Ilan Shemi is the name behind Symbolic. Ever since the establishment of this project� pure psychedelic progressive trance has been his calling. Following the release of his first track ""Crystal Clear"" on a compilation by Ace Ventura released on Iboga Records things really took off- Symbolic quickly became an established name and sought-after act for festivals and events worldwide.The Symbolic sound, built on heavy fat basslines, crunchy grooves and enticing melodies, continued to develop with momentum and some massive collaborations emerged. He has also collaborated with some of the top producers in the scene, like Liquid Soul, Sphera and many more. After pulling off some topnotch events in the electronic music scene with big names such as Ace Ventura, Liquid Soul, Zen Mechanics, Vini Vici, Gms, 1200 mics, Burn in Noise, Module Virus and many others, Future Sound is back again with its tenth edition, this time featuring the Iboga man, Symbolic! Alongside the celebrated, Symbolic, we also bring to you: Ekanta, the representative of Brazil at the Universo Paralello Festival, DJ Nitin of Sacred Technology and Nish WickedsoundSystem of Agartha Records/Future Sound. Apart from an uber quality lineup, this event is the perfect concoction of an astounding sound system, mind-boggling visuals and an alluring dance floor: the ingredients to the cocktail you could call, a helluva evening! That's not all, the event will take place at one of the finest venues in the city, High Ultra Lounge, on the 31st floor, offering a view of the night sky like no other. Head to Future Sound on Saturday, 6th October for an evening full of scintillating trance tunes. Book your passes now, the hype is real! Check out the lineup here: Symbolic [live] ������������ Ekanta Jake Peres [Universo Paralello Festival ] ������������ Dj Nitin [sacred technology] ������������� Nish WickedsoundSystem [Agartha Records/Future Sound]",
Pride Night - Celebrating Equality | LGBT+ night,Nightlife,30,"Quick HighFactors: A celebration in honour of the decriminalisation of section 377 Open to queer and all allies Music by DJ Sye Venue: Bangalore's favourite party hub, Loveshack Grab your passes for a fabulous night! After several years of laborious activism for the LGBT+ rights, the Supreme Court has recognised that we were after all, in the right. Despite a delay in justice, this is a huge step forward for the Indian nation. A long struggle for love has finally borne some fruit, and we are going to shout it out from the rooftops: because we have got to be ~flamboyant~! Let's show them how to party, how to love and how to live; let's raise our glasses to the queer and the allies. Join us at Loveshack on October 6th for a grand night of pride and equality! Love is Love welcomes each and everyone, and at the same entry fee- symbolic of the equality that we are celebrating. Grab your passes asap, this is going to be one of its kind!",
The Wednesday Women Ladies Night at Bflat-BrookField,Nightlife,30,"Flavour of Midweek Bollywood Ladies Night at B-Flat, while you dance to the desi & Vdesi beats by DJ Dr.A and enjoy unlimited drinks free for ladies. Output Bengaluru is the freakiest ladies night at town�HAVE A LOOK! Guestlist: 9739741466 Club Rules Apply!",
Big Bollywood Night - 3rd Oct,Nightlife,30,"Love Bollywood? Love dancing? Love going wild on the dance floor? Then you can�t miss Big Pitcher�s Big Bollywood Night with the DJ pumping up the bass with thumping Bollywood tracks. Of course, you can�t miss the excitement, the food, the beer, and finger food at Studio 4121, Bangalore�s hottest discotheque. Performer - DJ Mark Leene from Bangalore with Bollywood and Commercial tracks Date - 3rd Oct 2018 Venue - Studio 4121 at Big Pitcher For RSVP:- Call 080-45530000 OR Rahul:- 9008176000 or click on the button below for reservations",
Artist Originals present AO Live - Bangalore,Nightlife,30,"AO Live - Catch the artists who made their way into your playlists! The Hip-hop and Rap genre are no longer confined to the underground. Having come of age over the past three years, the genre has taken its position at the top of the charts, playlists and in the collective conscious of music fans. ? Artists ? Prabh Deep DJ URI Seedhe Maut HanuMankind Siri Tienas Artist Originals is Saavn�s in-house artist development and original music program working with South Asian independent artists. ? About Azadi Records ? Azadi Records is a Delhi-based independent record label. Established in 2017, the label seeks to provide a platform for South Asian artists to release forward-thinking, politically conscious music that critically engages with (and comments on) the pressing issues of our time. Our aim is not be underground, but to highlight pertinent stories that are often ignored by the mainstream. We are the label of the culturally conscious. The creators of stories. Explorers of new sounds, new visuals and new mediums that initiate dialogue between different communities around the world. ? What is Fandom at Gillys Redefined? ? At Fandom, our new live venue, prepare to be blown away by sensational live performances. Our 500 standing capacity venue is fully equipped with a grand stage and a robust sound and lighting system. To find out who is performing at Fandom, just check out our Event Calendar! ? What is Gilly's Redefined? ? Gilly�s Redefined is the next step in the gastronomic evolution of our signature resto-bars - Gilly�s. We have kept in mind the years of feedback we�ve received from our guests, threw in some spices of inspiration and hard work, blended it with yumminess, and topped it off with top-notch entertainment throughout the week so that every day feels like the weekend. We have carefully and lovingly curated 3 floors of unique experiences- Our vibrant restobar, Myu Bar and towering rooftop, The Terrace Be it a working lunch, catching up with friends, a relaxing event with family � you can celebrate it here within one groovetastic destination because it�s always a good time at Gilly�s! Visuals and Lighting Design by Make Believe *Club rules apply.",
Wonder Women Ladies Night- 4th Oct 2018,Nightlife,30,"Ladies, we present you an incredible evening of great music, free shooters, sangrias and cocktails at Studio 4121, Bangalore�s hottest discotheque. Our DJ will pump up the bass with the coolest Bollywood and Commercial tracks to get you on the floor. Get ready to make this Thursday incredible! Performer - DJ Ansh from Bangalore with Bollywood and Commercial tracks Date - 4th Oct 2018 Venue - Studio 4121 at Big Pitcher For RSVP:- Call 080-45530000 OR Rahul:- 9008176000 or click on the button below for reservations",
Pub Classics- Videotheque,Nightlife,30,"Every #Thursday , Pub Classics - Videotheque Nite Hosted By Prithvi -playing the very best #Videos of #Pub #Classics on a Giant Screen with Loud Sound. #Drinks @79 till 9 pm Along with a View From Our #Balcony #Bar. #Delicious New #Menu. Special Pre-#Party Offer. Bring in your #Pets, We are a pet friendly #Pub. Call 9591941003 for table reservations. #party #fun #food #drinks #enjoy #friends #offers #alert #koramangla #live #band #music #indiranagar #groups #sarjapur #rock #Roll #Retro #Video",
�The future� @cafefelix,Nightlife,30,"Bangalore ,What plans after the concert on October 5th? Drop down at #cafefelix we are partying till post mid-night ! �We have Guestlist open till 10.45pm �for guest list : 9900878405 / 85531 00202? We bring u #krishhart , #eluded , and other artists live at #cafefelix for a crazy remarkable hip-hop/edm music night !",
